MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
255802670,2024-12-31T03:01:49,29.24685,-94.69025,0.1,253.0,163,GASCHEM RHONE,IMO9401570,CQPM,89.0,1.0,115.0,18.0,5.3,89.0,A
319040900,2024-12-31T00:01:38,25.93545,-80.14904,0.0,99.6,511,M/Y MAPLE LEAF,,ZGYM,37.0,,,,,,B
368026770,2024-12-31T01:01:47,21.31631,-157.87904,0.0,50.9,511,VAK 1,IMO0000000,WDJ9511,30.0,,68.0,6.0,,,B
367557020,2024-12-31T00:34:04,43.779,-124.22235,2.9,221.0,511,INSPIRATION,IMO0000000,WDG6440,30.0,,21.0,7.0,,,B
368397060,2024-12-31T03:07:02,31.97925,-81.05575,0.0,360.0,170,CINNAMON,IMO0000000,WDP9178,36.0,,12.0,6.0,,,B
368228930,2024-12-31T02:33:26,18.22842,-65.61843,0.0,202.8,511,OLIVER,IMO8644357,WDF8998,31.0,0.0,30.0,12.0,3.2,31.0,A
368286910,2024-12-31T02:44:05,25.71918,-80.22535,0.0,360.0,511,HANA HOU,IMO0000000,WDN5080,36.0,,14.0,7.0,,,B
366701350,2024-12-31T00:30:14,42.14672,-73.90427,8.8,206.0,202,ROBERT,,WCV2718,31.0,0.0,25.0,11.0,4.0,31.0,A
319073000,2024-12-31T01:41:18,30.4129,-81.54394,0.0,221.6,316,MITSEAAH,IMO9440655,ZCNS7,36.0,0.0,47.0,10.0,3.0,36.0,A
367170860,2024-12-31T01:06:23,46.16844,-123.91405,0.0,360.0,511,WRANGLER,IMO7520683,WDK6361,30.0,7.0,22.0,6.0,10.1,30.0,A
367768080,2024-12-31T02:55:25,29.9661,-90.28594,5.8,57.8,71,ROD C,,WDJ3449,31.0,15.0,24.0,10.0,3.6,17.0,A
368172460,2024-12-31T01:17:48,40.75382,-74.01017,4.1,199.5,511,LOUISA OF THE SEAS,IMO1707596,WDL8743,60.0,0.0,35.0,6.0,0.0,60.0,A
368148660,2024-12-31T02:42:15,26.53975,-81.92535,0.0,360.0,511,STOTTSEA,IMO0000000,WDL6224,37.0,,26.0,6.0,,,B
303606000,2024-12-31T02:36:15,28.02014,-92.69467,8.8,324.5,317,KELLY,IMO8506995,WDK3649,52.0,0.0,160.0,26.0,5.5,57.0,A
366841550,2024-12-31T02:23:58,36.95253,-76.32816,0.0,252.8,106,SURRIE MORAN,IMO9239707,WDA7276,52.0,0.0,28.0,10.0,4.2,52.0,A
319040900,2024-12-31T00:36:08,25.93565,-80.14995,0.0,111.6,511,M/Y MAPLE LEAF,,ZGYM,37.0,,,,,,B
338210835,2024-12-31T02:36:57,33.97535,-118.45481,0.0,90.5,511,MOJITO,IMO0000000,,36.0,,12.0,6.0,,,B
338445741,2024-12-31T00:41:17,18.36809,-64.52941,0.1,360.0,511,OHANA,IMO0000000,,36.0,,24.0,10.0,,,B
367484250,2024-12-31T02:44:40,29.78888,-95.07034,0.3,29.2,45,COMMANDER,IMO1232449,WDF7413,31.0,0.0,120.0,34.0,2.8,57.0,A
368237340,2024-12-31T01:34:52,30.13627,-93.31984,0.0,83.4,74,EMILY WEBBER,,WDM7797,31.0,12.0,209.0,18.0,3.0,31.0,A
367719640,2024-12-31T01:58:32,33.61107,-118.26375,8.1,186.6,193,CATALINA PROVIDER,IMO8793562,WDI6530,70.0,0.0,45.0,15.0,1.7,70.0,A
367431620,2024-12-31T01:31:44,40.65765,-74.03869,0.1,321.2,227,MOUNT ST ELIAS,IMO8749884,WDI8452,31.0,1.0,125.0,24.0,4.3,57.0,A
367301080,2024-12-31T02:02:28,39.75074,-74.11451,0.0,322.4,511,LORI-L,IMO0000000,WDD8660,30.0,,20.0,7.0,,,B
368179010,2024-12-31T01:56:29,32.72621,-117.19089,0.0,360.0,511,TRANQUILLITA,,WDL9427,37.0,,,,,,B
367739320,2024-12-31T01:46:45,29.70914,-95.04899,0.1,211.4,208,CAPT RICKY TORRES,,WDI8509,31.0,12.0,27.0,9.0,3.1,90.0,A
366972000,2024-12-31T03:04:39,45.56638,-122.72674,0.0,126.7,125,ESSAYONS,IMO7923495,AENO,33.0,13.0,110.0,20.0,9.0,33.0,A
368005270,2024-12-31T02:55:15,47.26346,-122.63854,0.0,348.0,511,ENDLESS...,IMO0000000,WDK8761,37.0,,9.0,4.0,,,B
367543390,2024-12-31T03:05:52,29.79051,-95.07285,0.0,235.3,256,MICHAEL A DUHON,IMO1242364,WDG5108,52.0,12.0,22.0,10.0,3.0,57.0,A
367444740,2024-12-31T03:36:47,28.3008,-96.69212,4.3,53.3,511,RISEN SAVIOUR,IMO101191228,WDF3849,31.0,12.0,101.0,22.0,3.2,57.0,A
368347770,2024-12-31T03:23:00,18.33394,-64.95252,0.1,360.0,511,POLARIS,IMO0000000,WDP3696,37.0,,18.0,4.0,,,B
538009018,2024-12-31T00:59:29,46.17032,-125.66514,12.0,90.5,93,KRINI,IMO9858345,V7A4203,70.0,0.0,229.0,32.0,8.7,70.0,A
367014440,2024-12-31T00:09:20,35.0763,-90.1573,0.0,300.2,275,WALLACE MCGEORGE,IMO8757427,WDC3803,33.0,15.0,90.0,20.0,2.5,33.0,A
367693850,2024-12-31T02:05:55,43.6578,-70.24818,0.1,248.8,511,NANCY MCALLISTER,IMO8218914,WDI3971,52.0,15.0,40.0,13.0,4.5,52.0,A
256732000,2024-12-31T03:15:38,28.74015,-95.09344,14.4,139.5,140,HELLAS POSEIDON,IMO9721140,9HA3992,80.0,0.0,225.0,37.0,11.9,80.0,A
368282150,2024-12-31T03:21:13,43.65745,-70.24757,0.0,360.0,511,JACKIE F MCALLISTER,IMO8980866,WDN4565,52.0,0.0,35.0,10.0,4.5,52.0,A
367070910,2024-12-31T02:08:18,41.07918,-73.25732,6.0,66.9,511,HERBERT P BRAKE,,WDN4446,52.0,12.0,20.0,6.0,0.0,52.0,A
338308018,2024-12-31T03:07:04,31.81553,-81.18862,0.0,360.0,511,CAPTAIN JACK,IMO0000000,,52.0,,8.0,4.0,,,B
538010019,2024-12-31T00:17:21,27.77699,-96.85843,0.0,34.6,142,ADVANTAGE VICTORY,IMO9933547,V7A5476,80.0,1.0,336.0,60.0,11.0,80.0,A
338410341,2024-12-31T02:38:30,25.79477,-80.14637,0.0,360.0,511,DOUBLE V,IMO0000000,DBLV,37.0,,8.0,3.0,,,B
368310440,2024-12-31T01:26:30,31.69483,-81.27179,0.0,360.0,511,BLIND SQUIRREL,IMO0000000,WDN7657,36.0,,15.0,5.0,,,B
241410000,2024-12-31T00:43:43,27.86907,-97.24597,0.0,212.5,158,KITHNOS,IMO9711523,SVCH5,80.0,5.0,147.0,23.0,6.3,80.0,A
316053029,2024-12-31T00:31:49,48.99926,-123.81458,0.0,360.0,511,OCEAN GRACE,IMO0000000,,30.0,,14.0,4.0,,,B
366980890,2024-12-31T00:30:02,42.14136,-80.08451,0.0,0.0,511,ARKANSAS,,WH8588,31.0,5.0,23.0,6.0,0.0,99.0,A
366921670,2024-12-31T03:39:16,29.73602,-95.12278,8.1,242.9,511,CLAXTON,IMO9132131,WCU9257,52.0,0.0,29.0,10.0,5.1,52.0,A
366874110,2024-12-31T00:28:27,27.64021,-97.13392,0.1,275.1,511,PETITE,IMO8769810,WDB2268,99.0,0.0,22.0,17.0,2.6,99.0,A
368125790,2024-12-31T00:21:46,48.51291,-122.60806,0.1,360.0,184,STILL WATERS,IMO0000000,WDL3866,37.0,,18.0,6.0,,,B
229982000,2024-12-31T02:46:15,29.9311,-93.87494,0.0,270.3,218,BRIGHTON,IMO9966817,9HA5647,70.0,5.0,199.0,32.0,6.8,70.0,A
368310030,2024-12-31T02:59:57,47.59654,-122.50541,0.0,360.0,511,I GOT DEFEVER,IMO0000000,WDN7612,37.0,,20.0,6.0,,,B
316039402,2024-12-31T00:30:59,48.65205,-123.39494,0.0,199.2,181,PACIFIC CHALLENGER,,,40.0,9.0,10.0,4.0,0.0,40.0,A
368047970,2024-12-31T01:42:46,29.67194,-90.10934,0.0,251.4,511,MAGGIE LYNN,,WDK3715,31.0,0.0,16.0,7.0,6.0,31.0,A
368385750,2024-12-31T01:36:44,27.7603,-82.63455,0.0,345.2,68,SQUISITA,IMO0000000,WDP7880,36.0,,12.0,6.0,,,B
368268210,2024-12-31T00:09:38,29.7721,-95.10192,0.0,154.8,269,WALKER BOONE,,WDN3084,52.0,5.0,22.0,10.0,0.0,52.0,A
368076170,2024-12-31T00:15:17,25.31137,-80.28679,0.0,360.0,511,SEADUCTION,IMO0000000,WDK6603,37.0,,14.0,4.0,,,B
636093085,2024-12-31T03:20:20,24.44625,-80.19767,15.8,237.3,237,OKEE GUSTAV,IMO9344631,A8MQ9,70.0,0.0,186.0,28.0,9.3,70.0,A
538006547,2024-12-31T00:13:00,25.31849,-115.34716,11.7,271.1,277,TRF MARQUETTE,IMO9732785,V7OG2,80.0,0.0,184.0,,9.9,80.0,A
368241140,2024-12-31T00:02:39,26.92513,-80.08509,0.0,360.0,511,EXIT STRATEGY,IMO0000000,WDM8203,37.0,,18.0,5.0,,,B
366920910,2024-12-31T01:48:48,40.62659,-74.05839,0.5,10.5,193,THOMAS DANN,IMO8003307,WDG9719,31.0,0.0,36.0,9.0,5.0,39.0,A
636017140,2024-12-31T01:00:10,38.43029,-74.60272,9.5,308.1,304,MANITOBA,IMO9738234,D5JM5,80.0,0.0,180.0,28.0,7.3,80.0,A
367746950,2024-12-31T02:33:31,29.3925,-94.76122,6.6,229.4,223,SAN ROBERTO,,WDI9265,52.0,12.0,28.0,10.0,3.3,57.0,A
338237258,2024-12-31T01:17:51,38.93092,-76.16002,0.0,360.0,511,JUST ONE MORE,IMO0000000,,37.0,,14.0,3.0,,,B
367403960,2024-12-31T00:00:04,47.99712,-122.21657,0.0,55.9,511,FV SEA ANGEL,IMO0000000,WCZ2413,30.0,,14.0,4.0,,,B
366904890,2024-12-31T03:38:19,45.17864,-83.16827,11.5,325.2,324,HON JAMES L OBERSTAR,IMO5322518,WL3108,70.0,0.0,246.0,24.0,8.0,70.0,A
368091250,2024-12-31T03:07:27,29.44161,-94.69837,6.8,49.1,46,MISS KATE,,WDK8144,90.0,12.0,22.0,10.0,2.9,90.0,A
258953000,2024-12-31T02:14:50,29.31815,-94.64498,13.4,299.1,300,STEN AURORA,IMO9318565,LAKI6,80.0,0.0,144.0,23.0,6.9,80.0,A
367308990,2024-12-31T03:29:44,30.7691,-88.06007,0.0,266.4,511,SAWYER WILLIAM,,WDD9255,31.0,12.0,27.0,8.0,3.0,31.0,A
367109000,2024-12-31T03:26:25,29.60567,-89.86359,13.2,101.1,102,OVERSEAS HOUSTON,IMO9351062,WWAA,80.0,0.0,183.0,32.0,11.5,80.0,A
367003870,2024-12-31T02:20:31,29.99819,-90.83474,0.0,63.3,349,RYAN,IMO8976592,WDF2431,31.0,12.0,121.0,34.0,3.1,57.0,A
366972930,2024-12-31T01:02:24,30.24017,-91.12333,0.0,240.2,511,JAY DEVALL,,WDI2018,31.0,0.0,15.0,6.0,6.7,90.0,A
367442640,2024-12-31T00:05:28,21.31681,-157.87724,0.0,216.0,511,BLUE SKY,IMO0000000,WDF3666,30.0,,62.0,6.0,,,B
636021190,2024-12-31T02:25:13,47.68446,-125.47086,11.7,3.4,1,EVER FOND,IMO9850848,5LCS5,71.0,0.0,334.0,48.0,10.0,70.0,A
368219910,2024-12-31T01:12:18,28.40999,-80.6073,6.5,269.6,511,MARMAC 302,IMO0000000,WDM5858,99.0,3.0,90.0,30.0,0.0,0.0,A
367689010,2024-12-31T03:33:34,30.12,-90.91475,1.1,175.7,511,PAPA WISE,,WDI3503,52.0,12.0,24.0,9.0,3.3,52.0,A
368356960,2024-12-31T02:27:27,28.96732,-90.45327,0.3,257.0,511,JESSICA FAYE,IMO1047287,WDP4713,60.0,0.0,42.0,9.0,2.5,60.0,A
316056446,2024-12-31T00:27:30,42.98303,-82.40975,0.1,360.0,511,INVICTUS 1,,,99.0,15.0,15.0,5.0,0.0,99.0,A
636019071,2024-12-31T01:58:10,34.31617,-120.47218,12.0,107.4,105,CASPIAN SEA,IMO9829095,D5SU6,80.0,0.0,250.0,44.0,10.0,80.0,A
377901107,2024-12-31T03:02:21,18.43156,-66.10129,0.0,173.3,58,TROPIC HOPE,IMO9809904,J8QX7,70.0,5.0,159.0,24.0,8.2,70.0,A
368143050,2024-12-31T01:49:31,40.64486,-74.07272,0.0,222.2,216,SSG MICHAEL H. OLLIS,IMO1283185,WDL5648,69.0,0.0,180.0,20.0,4.0,69.0,A
338125915,2024-12-31T02:15:22,27.2924,-90.96808,0.0,288.2,328,CONSTITUTION SPAR,,E050206,90.0,3.0,168.0,0.0,25.5,0.0,A
366950440,2024-12-31T01:02:21,28.40907,-80.61602,0.1,117.3,91,BAYOU BRAVE,IMO8842363,WDH8732,52.0,11.0,18.0,6.0,0.0,52.0,A
338493026,2024-12-31T02:22:40,26.39988,-80.06673,0.0,205.0,5,OPA!,IMO0000000,,37.0,,16.0,8.0,,,B
367763450,2024-12-31T02:35:33,30.28413,-87.5645,0.0,217.0,511,SWEET BABY,,WDJ2963,37.0,0.0,20.0,6.0,0.0,37.0,A
366986160,2024-12-31T00:29:54,29.65503,-91.12404,0.0,164.2,239,Q O DUNN,IMO7308023,WX9279,30.0,15.0,33.0,9.0,0.0,30.0,A
366943960,2024-12-31T03:32:55,33.4599,-117.69167,0.0,222.2,511,CATALINA EXPRESS,IMO8967888,WCJ6210,40.0,0.0,37.0,6.0,1.1,40.0,A
367443060,2024-12-31T00:38:05,29.55216,-90.90635,5.4,298.8,300,WILSEY DUPRE,,WDF3703,31.0,1.0,205.0,18.0,2.6,57.0,A
338466927,2024-12-31T01:00:46,27.88094,-82.53229,0.0,360.0,511,SYZYGY,IMO0000000,,36.0,,16.0,3.0,,,B
538010700,2024-12-31T00:17:13,37.19497,-76.10772,0.2,90.8,345,PRISMA,IMO9461805,V7A7283,70.0,1.0,190.0,32.0,7.6,70.0,A
368170760,2024-12-31T02:20:34,48.61984,-123.00325,0.0,274.2,511,GALLIVANT,,WDL8568,37.0,5.0,19.0,12.0,2.1,37.0,A
366959780,2024-12-31T01:03:29,32.10085,-81.08631,0.0,360.0,511,PONCA,,WDB8518,31.0,15.0,18.0,7.0,0.0,99.0,A
367316110,2024-12-31T01:05:48,32.41977,-80.65823,0.0,247.9,511,RED ROVER,IMO0000000,WDD9770,37.0,,17.0,6.0,,,B
368242770,2024-12-31T02:13:58,30.75743,-88.0504,0.0,254.2,281,EMILIE REECE,,WDM8380,52.0,12.0,218.0,22.0,2.8,57.0,A
367473140,2024-12-31T02:31:08,40.66081,-74.06082,0.0,275.4,511,VIRGINIAN,IMO1004493,WDF6332,33.0,3.0,55.0,18.0,2.1,33.0,A
366971350,2024-12-31T02:24:52,47.2248,-90.83283,12.6,68.6,68,PHILIP R CLARKE,IMO5277062,WDH7554,70.0,0.0,228.0,21.0,7.3,70.0,A
367057620,2024-12-31T03:33:27,35.08915,-90.17541,0.0,296.8,181,CAIRO,IMO5018143,WDC6535,31.0,0.0,354.0,54.0,2.8,57.0,A
338126674,2024-12-31T00:53:51,33.71959,-118.27852,0.0,243.2,511,TENACITY,IMO0000000,,36.0,,17.0,4.0,,,B
367408160,2024-12-31T03:04:35,29.75943,-95.11936,0.0,86.7,286,DON CARLTON,,WDE8670,31.0,12.0,27.0,9.0,3.0,31.0,A
249167000,2024-12-31T02:57:57,30.66958,-88.03392,0.0,344.3,344,CMA CGM OHIO,IMO9722687,9HA4132,71.0,5.0,300.0,48.0,12.7,71.0,A
368254630,2024-12-31T02:26:15,29.43759,-89.92715,0.0,360.0,511,WILLIAM NOLAN,,WDM9640,52.0,0.0,15.0,6.0,0.0,52.0,A
345090015,2024-12-31T00:18:48,29.14333,-90.21817,0.0,0.0,254,HOS SILVER ARROW,IMO9495533,XCBI9,90.0,0.0,75.0,18.0,0.0,0.0,A
338393523,2024-12-31T02:40:53,34.17023,-119.2236,1.9,206.5,511,OHANA KAI,IMO0000000,,37.0,,15.0,4.0,,,B
368364070,2024-12-31T00:03:16,45.59871,-122.45389,0.0,219.7,511,CAPT CHARLIE WEAVER,,WDP5510,0.0,12.0,0.0,0.0,2.9,0.0,A
368100090,2024-12-31T03:30:40,28.40828,-80.63039,0.0,344.7,511,ESCAPE,,WDK9066,37.0,,34.0,7.0,,,B
316005496,2024-12-31T01:56:46,49.1983,-123.10088,0.0,360.0,511,LEROY S LEDCOR,,CY8295,52.0,0.0,19.0,6.0,0.0,52.0,A
316053864,2024-12-31T03:26:41,49.29072,-123.06069,0.0,198.7,322,SAAM VOLTA,IMO9953729,CFA4300,52.0,5.0,23.0,11.0,0.0,52.0,A
367012530,2024-12-31T02:59:57,39.89245,-75.19192,0.0,292.7,511,CAPT HARRY,IMO9266401,WDC3690,52.0,0.0,24.0,11.0,4.0,52.0,A
368143050,2024-12-31T01:59:42,40.64535,-74.07223,0.0,215.6,36,SSG MICHAEL H. OLLIS,IMO1283185,WDL5648,69.0,0.0,180.0,20.0,4.0,69.0,A
338452976,2024-12-31T01:30:12,47.30502,-122.51158,0.0,14.1,511,OHANA,IMO0000000,,37.0,,13.0,3.0,,,B
367702530,2024-12-31T00:08:45,30.01132,-90.76687,0.6,232.5,251,SAFETY SPIRIT,,WDI4836,31.0,0.0,21.0,9.0,3.0,31.0,A
356696000,2024-12-31T00:26:25,33.71234,-118.1933,0.1,114.6,248,CABO FUJI,IMO9730878,3FPI7,80.0,1.0,228.0,32.0,11.2,80.0,A
367388660,2024-12-31T01:24:23,21.32703,-158.12029,0.1,352.3,511,SURFRIDER,IMO0000000,WDE7076,37.0,,18.0,6.0,,,B
338302249,2024-12-31T00:05:04,34.24437,-119.26312,0.0,246.9,511,VALHOWELL,IMO0000000,,36.0,,16.0,2.0,,,B
368043470,2024-12-31T00:41:10,27.88081,-97.27256,0.0,263.7,171,CC GREGORY,IMO9824100,WDK3260,52.0,5.0,31.0,13.0,6.1,52.0,A
367561460,2024-12-31T01:12:12,30.00978,-93.98996,0.0,166.4,195,ATHENA,IMO9686792,WDG6862,52.0,0.0,30.0,12.0,5.0,52.0,A
367435870,2024-12-31T03:25:39,37.51301,-122.19511,0.0,360.0,511,NO MOSS,IMO0000000,WDF3102,37.0,,12.0,4.0,,,B
316005725,2024-12-31T02:02:46,49.31161,-123.10691,0.0,0.0,511,C.H.CATES V,,,52.0,0.0,18.0,7.0,3.0,52.0,A
366764740,2024-12-31T02:41:11,47.58941,-122.34984,0.1,105.4,511,CHIEF,IMO9188582,WCZ2047,30.0,15.0,31.0,10.0,0.0,52.0,A
368230510,2024-12-31T02:38:20,26.75102,-80.05,0.0,167.6,88,BOTTI,IMO9931082,WDM7052,37.0,0.0,36.0,8.0,2.2,37.0,A
367180790,2024-12-31T01:56:18,41.45523,-70.59509,0.0,296.0,511,THUBAN,,WDM8832,31.0,0.0,16.0,7.0,0.0,50.0,A
367492110,2024-12-31T00:48:01,29.15043,-90.19873,0.0,189.2,72,ODYSSEA TITAN,IMO9399064,WDF8168,70.0,5.0,61.0,17.0,3.3,70.0,A
368111750,2024-12-31T00:43:55,29.72106,-95.2499,0.0,183.3,122,FLORENCE DAVIS,IMO1296770,WDL2403,52.0,0.0,209.0,12.0,3.3,52.0,A
338191372,2024-12-31T01:48:49,45.60159,-122.65179,0.0,360.0,511,CRANBERRY II,IMO0000000,,36.0,,11.0,4.0,,,B
338401208,2024-12-31T02:04:34,47.33854,-122.58847,0.0,7.5,511,HARLOW,IMO0000000,,36.0,,13.0,4.0,,,B
316054159,2024-12-31T03:30:06,48.67518,-123.41879,0.0,144.4,511,BLEUET,IMO0000000,,37.0,,12.0,4.0,,,B
367457590,2024-12-31T01:31:41,37.25283,-76.52833,0.1,103.4,511,WENDY MORAN,IMO9236860,WDA2273,52.0,0.0,26.0,9.0,4.1,52.0,A
367315470,2024-12-31T01:54:09,34.71978,-76.69475,0.0,199.7,511,MARY M COPPEDGE,IMO7423512,WDD9722,31.0,0.0,29.0,9.0,0.0,90.0,A
338500517,2024-12-31T00:00:28,38.94326,-76.55448,0.0,360.0,511,ROBIN HOOD III,IMO0000000,,36.0,,13.0,4.0,,,B
367726790,2024-12-31T01:43:38,40.45435,-73.82629,6.3,290.8,511,WANDERER,,WDI7243,50.0,0.0,17.0,6.0,2.6,50.0,A
338311787,2024-12-31T01:16:14,38.83829,-76.54493,0.9,224.0,511,BROWN EYED GIRL,IMO0000000,,37.0,,11.0,4.0,,,B
338392382,2024-12-31T02:28:30,35.84403,-75.62166,0.0,360.0,511,ALL IN,IMO0000000,ALL IN,37.0,,0.0,0.0,,,B
316013209,2024-12-31T02:46:48,41.92776,-81.97794,11.2,71.4,71,ALGONOVA,IMO9378589,CFN5191,80.0,0.0,130.0,20.0,5.8,80.0,A
338392382,2024-12-31T01:19:50,35.84403,-75.62169,0.0,360.0,511,ALL IN,IMO0000000,ALL IN,37.0,,0.0,0.0,,,B
367005260,2024-12-31T03:16:55,26.05989,-97.21449,0.0,360.0,332,AMERICAN FREEDOM,IMO8983014,WDC3284,31.0,0.0,21.0,9.0,2.7,57.0,A
338075252,2024-12-31T00:36:41,33.98331,-118.45023,0.0,70.7,511,AWAKENING,IMO0000000,,37.0,,0.0,0.0,,,B
367004510,2024-12-31T02:12:02,29.96592,-90.39742,4.9,359.0,0,BAYOU BLACK,IMO0560660,WDA2716,31.0,15.0,22.0,8.0,3.0,31.0,A
366997450,2024-12-31T03:29:59,30.29595,-90.32676,0.0,253.8,511,LA BELLE,IMO0000097,WDC2767,31.0,0.0,20.0,16.0,2.5,31.0,A
338330892,2024-12-31T00:00:11,26.15742,-80.1037,0.1,360.0,511,PEACE,IMO0000000,WBF3469,37.0,,14.0,8.0,,,B
368316640,2024-12-31T02:15:16,29.36493,-94.89023,0.0,263.9,246,CHIPPEWA,,WDN8340,52.0,12.0,22.0,,2.9,57.0,A
338390042,2024-12-31T02:57:12,27.75989,-82.63515,0.0,360.0,511,SEA CUP,IMO0000000,,36.0,,12.0,4.0,,,B
367341510,2024-12-31T02:44:21,21.31596,-157.87872,0.0,131.7,511,SYLVIA,IMO0000000,WDE3606,30.0,,21.0,6.0,,,B
505187000,2024-12-31T03:00:00,35.08989,-90.10757,0.0,183.1,27,SYNERGY,IMO9703954,WX6878,31.0,0.0,18.0,6.0,0.0,31.0,A
538004245,2024-12-31T03:01:05,48.45191,-89.18056,0.0,209.7,15,FEDERAL YOSHINO,IMO9218416,V7VY9,70.0,5.0,190.0,23.0,8.1,70.0,A
338767000,2024-12-31T02:44:00,41.52398,-70.67213,0.0,22.8,25,NEIL ARMSTRONG,IMO9688946,WARL,99.0,5.0,72.0,15.0,4.8,90.0,A
366875040,2024-12-31T00:21:08,29.7063,-95.0476,0.0,46.8,290,ANNIE JEANNE,IMO8644474,WDL9183,31.0,12.0,83.0,14.0,2.8,57.0,A
368380250,2024-12-31T02:24:34,29.65953,-91.12687,0.0,241.0,154,ADAM J DAIGLE,IMO1029664,WDP7271,90.0,0.0,18.0,8.0,2.8,90.0,A
368008270,2024-12-31T01:03:26,28.61951,-80.80781,0.0,214.9,511,TAHAWUS,,WDJ7601,37.0,,,,,,B
235111639,2024-12-31T03:33:25,24.41804,-90.24809,16.0,287.6,286,BW LIBRA,IMO9719496,2IPF6,80.0,0.0,225.0,36.0,12.2,80.0,A
366986680,2024-12-31T03:33:38,29.79989,-95.0604,0.0,245.6,511,CARESSA K,IMO640942000,WDK4293,31.0,0.0,21.0,7.0,2.9,57.0,A
368156920,2024-12-31T02:04:52,48.77663,-123.27231,0.0,360.0,511,WHAT'S NEXT,IMO0000000,WDL7080,37.0,,12.0,3.0,,,B
369970121,2024-12-31T02:23:20,46.19057,-123.85698,0.0,225.7,511,ELTON,,AEOA,35.0,5.0,18.0,7.0,0.0,35.0,A
368221150,2024-12-31T03:21:23,32.17797,-80.77224,0.0,93.6,511,CETACEA,IMO0000000,WDM5986,36.0,,15.0,4.0,,,B
368048120,2024-12-31T00:29:04,34.74094,-90.44623,0.9,99.0,511,CHRIS FOSTER,,WDK3729,32.0,15.0,20.0,8.0,0.0,32.0,A
338125915,2024-12-31T00:48:33,27.29239,-90.96809,0.0,263.0,328,CONSTITUTION SPAR,,E050206,90.0,3.0,168.0,0.0,25.5,0.0,A
367765000,2024-12-31T00:15:32,48.75415,-122.50625,0.0,255.2,11,ZENITH,,WDF4625,30.0,0.0,36.0,8.0,3.5,30.0,A
538010268,2024-12-31T02:24:11,41.18943,-72.86498,2.1,206.3,222,COETIVY,IMO9459230,V7A5826,89.0,0.0,181.0,32.0,11.0,89.0,A
367574880,2024-12-31T01:50:56,30.76861,-88.02573,0.0,41.0,121,NORMOND MCALLISTER,,WDG8185,31.0,0.0,140.0,23.0,0.0,52.0,A
367568090,2024-12-31T01:48:09,27.7591,-82.63495,0.0,360.0,511,BON TEMPS,IMO0000000,WDG7517,37.0,,13.0,7.0,,,B
338458000,2024-12-31T00:52:31,40.65238,-74.04685,0.1,309.3,220,CAPE LOOKOUT,IMO9857353,WDK2536,57.0,1.0,147.0,24.0,4.9,57.0,A
367426660,2024-12-31T02:25:52,39.09141,-73.39934,6.6,242.6,511,THUNDER BAY,IMO8855657,WDF2257,30.0,,25.0,8.0,,,B
338518154,2024-12-31T00:23:59,27.9749,-82.80148,0.0,359.8,269,SEA HAWK,IMO0000000,,37.0,,27.0,8.0,,,B
368078120,2024-12-31T00:13:05,27.84616,-97.22541,0.0,234.9,228,SIGNET COURAGEOUS,IMO9430507,WDK6790,52.0,0.0,30.0,12.0,6.2,52.0,A
368115440,2024-12-31T00:31:57,47.04606,-122.90721,0.9,360.0,511,OH  MY GOD BECCI,IMO0000000,WDL2794,37.0,,13.0,4.0,,,B
316020871,2024-12-31T01:50:08,48.69913,-123.54181,0.0,325.8,345,SEASPAN EAGLE,IMO9432971,CFN6642,52.0,5.0,28.0,12.0,5.4,32.0,A
367435670,2024-12-31T00:27:28,30.0393,-93.33435,0.0,312.7,358,LORETTA B MORAN,IMO9415806,WDF3084,31.0,0.0,30.0,12.0,5.5,31.0,A
338154757,2024-12-31T02:10:29,26.27994,-80.08979,0.0,145.2,511,,IMO0000000,,37.0,,0.0,0.0,,,B
338379751,2024-12-31T02:07:26,48.50397,-122.60541,0.0,360.0,511,GENESIS,IMO0000000,,37.0,,13.0,4.0,,,B
367787130,2024-12-31T01:42:33,42.29239,-83.1439,0.0,335.1,511,EDWARD H,IMO8990471,WDJ5384,31.0,0.0,31.0,9.0,4.0,31.0,A
367504470,2024-12-31T03:40:16,26.05955,-80.1313,0.0,360.0,511,COCKTAILS & DREAMS,,WDL3546,37.0,,17.0,5.0,,,B
338441458,2024-12-31T03:24:42,33.7197,-118.27978,0.0,346.3,511,PERFECT BALANCE,IMO0000000,,37.0,,17.0,8.0,,,B
316034846,2024-12-31T00:15:37,48.0984,-88.14709,13.6,127.3,127,ALGOMA NIAGARA,IMO9619270,CFFO,70.0,0.0,226.0,24.0,8.0,70.0,A
368555000,2024-12-31T00:43:03,47.6313,-122.38374,0.0,151.4,0,ARCTIC STORM,IMO8720113,WTQ5896,30.0,0.0,101.0,14.0,7.0,30.0,A
311046100,2024-12-31T02:11:32,29.90009,-89.91067,0.0,164.4,339,PODLASIE,IMO9346811,C6WT9,70.0,1.0,189.0,28.0,6.2,70.0,A
338124129,2024-12-31T01:34:21,26.11481,-80.1094,0.0,94.5,511,CIN TAX,IMO0000000,WDF3264,37.0,,24.0,5.0,,,B
367312770,2024-12-31T01:15:19,34.27,-78.00056,0.0,266.7,511,DONE AND GONE,IMO0000000,WDK5242,37.0,,20.0,5.0,,,B
