MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
368324460,2024-12-31T00:16:09,29.13983,-90.213,0.0,160.0,339,HOS BERETTA,IMO9347346,WDN9166,70.0,5.0,100.0,14.0,5.2,70.0,A
367672140,2024-12-31T03:35:37,33.72351,-118.28045,0.0,201.8,511,MAURETANIA,,WDH9845,60.0,15.0,25.0,6.0,0.0,60.0,A
366688000,2024-12-31T00:02:55,26.08655,-80.18485,0.0,360.0,511,TRILOGY,IMO0000000,WSF7174,37.0,,27.0,7.0,,,B
367597530,2024-12-31T00:06:32,40.73559,-73.94683,0.1,292.0,23,HUNTS POINT,IMO9648049,WDH2432,80.0,9.0,88.0,21.0,13.6,80.0,A
367468610,2024-12-31T01:05:34,29.78048,-92.19033,2.6,292.7,511,CAROLINE FRANCES,,WDF5912,31.0,0.0,21.0,9.0,2.9,31.0,A
338404987,2024-12-31T01:49:25,30.30218,-81.4242,4.7,354.2,351,NAUTI DREAMS,IMO0000000,NAUTIDR,37.0,,0.0,0.0,,,B
367694520,2024-12-31T01:49:23,26.11696,-80.10781,0.0,68.0,511,NOW WE KNOW,,WDI4038,37.0,5.0,33.0,9.0,2.1,37.0,A
367513160,2024-12-31T03:02:09,45.85423,-122.78411,7.1,179.8,179,DESCHUTES,IMO9158068,WDG2198,52.0,0.0,28.0,12.0,4.2,57.0,A
368253810,2024-12-31T03:01:14,45.73517,-122.85238,0.0,185.4,511,SANCTUARY,IMO0000000,WDM9560,37.0,,17.0,6.0,,,B
368347000,2024-12-31T02:17:05,32.72373,-117.22711,0.0,360.0,511,VAGABOND,,WDD7520,30.0,0.0,21.0,6.0,0.0,60.0,A
316030692,2024-12-31T03:05:23,30.56737,-88.09341,0.0,25.3,146,TIS A NEW LIFE,IMO0000000,CFN7286,37.0,,14.0,4.0,,,B
367362010,2024-12-31T01:12:43,40.78217,-125.02934,13.0,179.6,179,CORPUS CHRISTI,IMO9385740,WDE5099,80.0,0.0,184.0,22.0,5.9,80.0,A
477881600,2024-12-31T02:59:18,29.43286,-93.66696,10.2,177.6,181,SEAFRONTIER,IMO9457268,VRHA3,80.0,0.0,183.0,32.0,9.8,89.0,A
338034000,2024-12-31T01:10:41,29.14748,-94.58055,9.4,148.7,150,CAPE HOPE,IMO9292319,WDJ4747,70.0,0.0,63.0,16.0,4.2,70.0,A
367561460,2024-12-31T02:38:46,29.98351,-93.8901,5.3,96.0,95,ATHENA,IMO9686792,WDG6862,52.0,0.0,30.0,12.0,5.0,52.0,A
235076276,2024-12-31T03:25:44,34.32669,-121.75651,12.4,158.2,157,EAGLE HATTERAS,IMO9453975,2CWB5,80.0,0.0,250.0,44.0,8.8,80.0,A
368173440,2024-12-31T01:15:32,29.99569,-92.7905,0.0,240.1,511,BLR GENERAL,IMO0000900,WDL8844,31.0,15.0,15.0,7.0,0.0,31.0,A
338926428,2024-12-31T01:51:57,34.69864,-76.68157,0.0,140.6,511,CGNATHANBRUCKENTHAL,,NNBR,55.0,5.0,44.0,8.0,3.0,55.0,A
316022038,2024-12-31T03:05:46,49.1962,-123.13588,0.0,209.7,30,OCEAN GORDON,,VZB046,52.0,15.0,15.0,6.0,0.0,52.0,A
368080070,2024-12-31T00:25:16,47.64782,-122.31067,5.8,298.4,511,SEA CZAR,IMO0000000,WDK6985,37.0,,20.0,6.0,,,B
367717840,2024-12-31T01:26:42,38.40347,-82.5557,0.0,360.0,511,TAYLOR RENEE,,WDI6355,31.0,15.0,21.0,7.0,2.0,31.0,A
366747170,2024-12-31T00:15:33,27.90378,-82.40878,0.0,326.1,511,STIM STAR II,IMO9202003,WCY2842,20.0,0.0,76.0,17.0,3.6,20.0,A
209782000,2024-12-31T01:00:53,49.30266,-123.05103,0.0,291.3,297,PEGASUS,IMO9611242,5BNQ3,70.0,5.0,229.0,32.0,7.3,70.0,A
366866750,2024-12-31T02:52:55,36.96366,-76.4096,0.0,244.6,511,PACER,,WDA9581,30.0,15.0,,,4.0,30.0,A
367614020,2024-12-31T01:43:45,43.37221,-124.21047,0.0,226.4,511,COOS BAY,,WDH4085,31.0,0.0,22.0,6.0,3.0,31.0,A
367768070,2024-12-31T03:31:21,30.12009,-91.03061,4.3,338.1,511,ROGER D,,WDJ3448,52.0,12.0,22.0,9.0,3.0,52.0,A
367464090,2024-12-31T00:51:23,42.38992,-71.05425,0.0,0.0,511,TOWLINE,,WDF5513,52.0,0.0,20.0,6.0,2.5,52.0,A
368300140,2024-12-31T02:05:57,35.10028,-76.63779,0.0,360.0,511,CAROLINA KETCH,,WDN6548,37.0,,,,,,B
368300190,2024-12-31T03:39:13,38.1049,-121.56861,0.0,360.0,511,SENTOSA,IMO0000000,WDN6554,37.0,,18.0,4.0,,,B
636022893,2024-12-31T02:58:39,39.26946,-75.34345,14.9,317.9,316,CHIQUITA EXPLORER,IMO9304966,5LKY3,70.0,0.0,222.0,30.0,10.0,70.0,A
338504000,2024-12-31T01:10:38,24.87685,-80.38101,7.7,236.0,232,LEGACY,IMO9583249,WDF7311,52.0,0.0,213.0,32.0,11.2,57.0,A
219027923,2024-12-31T01:48:22,28.90249,-94.19892,13.0,283.8,283,TORM INDIA,IMO9440033,OZPK2,80.0,0.0,183.0,32.0,7.3,80.0,A
367047080,2024-12-31T01:40:26,45.56521,-122.7339,0.0,239.1,135,THE CHIEF,,WDC5829,31.0,5.0,207.0,27.0,3.8,52.0,A
636024673,2024-12-31T02:28:15,33.72935,-118.25681,0.0,19.2,251,HMM TURQUOISE,IMO9955296,5LTT5,70.0,5.0,336.0,51.0,13.5,70.0,A
338318838,2024-12-31T03:09:50,29.5459,-95.0205,0.0,360.0,511,SV 3 SISTERS,,,36.0,,13.0,7.0,,,B
367702540,2024-12-31T03:30:27,30.66411,-88.02571,0.0,102.7,279,SAFETY STAR,,WDI4837,31.0,12.0,21.0,8.0,2.8,31.0,A
367340220,2024-12-31T02:53:06,35.21969,-75.69442,0.0,360.0,511,MISS HATTERAS,IMO0000000,WBT6735,30.0,,22.0,5.0,,,B
366925620,2024-12-31T01:31:03,41.261,-72.13122,15.3,228.0,224,NEW LONDON,,WYW9986,60.0,0.0,76.0,13.0,3.0,60.0,A
368264720,2024-12-31T01:19:57,29.64585,-91.1064,0.0,296.0,119,HOS RUGER,IMO9385269,WDN2728,70.0,0.0,79.0,18.0,5.0,70.0,A
367374930,2024-12-31T02:11:35,29.75848,-95.09319,0.0,301.7,296,HARRISON,,WDE6033,31.0,12.0,115.0,34.0,2.7,57.0,A
477021600,2024-12-31T00:15:03,26.43547,-114.36824,13.2,139.3,142,LIAN XI HU,IMO9747106,VRQT2,80.0,0.0,183.0,32.0,12.0,80.0,A
368391720,2024-12-31T00:45:44,41.61257,-71.40895,0.0,326.3,207,GUARDER,IMO9993066,WDP8575,0.0,0.0,0.0,0.0,0.0,40.0,A
367506840,2024-12-31T00:40:46,30.34432,-88.50729,0.0,360.0,511,SIGNET VALIANT,IMO8964551,WDF9598,31.0,15.0,24.0,9.0,0.0,0.0,A
367474360,2024-12-31T02:52:59,29.64021,-91.11226,0.0,59.5,173,OCEAN PROJECT,IMO9617686,WDF6447,39.0,5.0,60.0,11.0,3.9,39.0,A
352003983,2024-12-31T01:17:40,33.68362,-77.03702,15.3,226.8,227,NEREUS HIGHWAY,IMO9974101,3E5376,70.0,0.0,199.0,38.0,9.6,70.0,A
338456424,2024-12-31T03:22:24,36.83113,-75.97581,0.0,193.2,511,ASSUMPTION,IMO0000000,,37.0,,18.0,5.0,,,B
366759130,2024-12-31T02:44:17,47.79483,-122.49429,0.0,291.5,301,WSF PUYALLUP,IMO9137363,WCY7938,60.0,0.0,140.0,28.0,5.6,60.0,A
368182130,2024-12-31T03:04:41,29.42917,-94.71607,0.0,127.4,238,GRAND CHENIER,,WDL9772,52.0,0.0,205.0,10.0,2.7,57.0,A
367766000,2024-12-31T02:57:38,27.75964,-82.63198,0.0,224.9,511,WESTERN FLYER,IMO8990902,WDD2611,33.0,5.0,34.0,16.0,4.5,33.0,A
369970479,2024-12-31T03:23:17,38.98413,-76.46738,0.0,197.9,359,YP-705,IMO100000705,NFEC,99.0,0.0,38.0,9.0,3.2,99.0,A
368015870,2024-12-31T02:32:02,48.85652,-123.499,0.0,142.1,122,CONUNDRUM,IMO0000000,WDJ8385,37.0,,20.0,6.0,,,B
338172448,2024-12-31T02:02:52,29.55025,-95.0269,0.0,342.5,511,LA BELLE,IMO0000000,WDF7602,37.0,,19.0,6.0,,,B
338394819,2024-12-31T00:03:51,33.461,-117.70086,0.0,360.0,511,XANIDEW,IMO0000000,,37.0,,9.0,3.0,,,B
369970121,2024-12-31T01:56:17,46.19055,-123.85697,0.0,236.3,511,ELTON,,AEOA,35.0,5.0,18.0,7.0,0.0,35.0,A
368038090,2024-12-31T02:40:27,28.33436,-91.81436,2.4,248.4,511,GOL SAPPHIRE,IMO8964836,WDK2707,90.0,0.0,44.0,11.0,3.7,0.0,A
316001749,2024-12-31T03:09:01,49.18328,-123.25088,32.8,232.5,229,SIYAY,,CFN6563,51.0,0.0,28.0,12.0,0.0,51.0,A
367399980,2024-12-31T00:15:48,40.94808,-73.91022,0.3,300.8,202,SAINT EMILION,IMO8741832,WDL3927,31.0,0.0,150.0,24.0,6.1,57.0,A
671087100,2024-12-31T00:35:01,18.38448,-64.77412,8.1,290.7,511,WATER SPIRIT 2,IMO9212424,5VGA7,70.0,0.0,70.0,18.0,4.0,70.0,A
368054660,2024-12-31T03:02:53,29.12231,-90.21077,0.0,236.3,238,ML GROVE,IMO9164483,WDK4389,16.0,3.0,60.0,13.0,0.0,20.0,A
368008060,2024-12-31T01:32:31,25.78477,-80.22047,4.0,286.4,511,SAVATRI,IMO0000000,WDJ577,37.0,,22.0,6.0,,,B
367750940,2024-12-31T00:17:27,25.79889,-80.24905,0.0,360.0,511,ATLAS,IMO0682459,WDI9664,31.0,3.0,17.0,6.0,2.8,31.0,A
367162830,2024-12-31T02:43:23,29.76179,-95.11309,0.0,69.5,42,JOHN P PASENTINE,,WDD6356,31.0,0.0,27.0,9.0,2.9,31.0,A
368027120,2024-12-31T02:36:33,47.64063,-122.34123,0.0,116.2,511,ARCTURUS,IMO0000000,WDJ9544,36.0,,15.0,4.0,,,B
367481060,2024-12-31T00:15:44,18.22578,-65.6171,0.0,312.4,511,LADY BRANDI,IMO8968387,WDF7098,63.0,5.0,50.0,9.0,2.0,63.0,A
367693160,2024-12-31T01:23:48,30.02203,-93.98492,0.0,360.0,252,CECIL V NEAL,,WDI3906,31.0,0.0,207.0,18.0,3.1,57.0,A
303155000,2024-12-31T00:44:43,26.0968,-80.16441,0.0,360.0,262,KRITICAL MASS,,WDG3707,37.0,0.0,26.0,9.0,0.0,37.0,A
316027512,2024-12-31T00:48:42,26.00187,-80.12212,0.0,26.9,511,SINEDIE,IMO0000000,SINEDIE,37.0,,15.0,4.0,,,B
366905890,2024-12-31T03:14:14,44.59414,-82.94702,12.9,346.9,345,JAMES R BARKER,IMO7390260,WYP8657,70.0,0.0,305.0,32.0,6.7,70.0,A
367612170,2024-12-31T00:07:43,27.11233,-82.46539,0.0,176.1,511,DAVID P,IMO0000000,WDH3908,60.0,,20.0,6.0,,,B
367116420,2024-12-31T01:09:54,30.11386,-90.9491,0.4,276.2,249,EDNA T GATTLE,,WDD2528,31.0,0.0,30.0,9.0,3.0,31.0,A
636023062,2024-12-31T01:55:09,40.64277,-74.18752,0.0,222.7,223,ALBERT MAERSK,IMO9260469,5LLT5,71.0,5.0,353.0,43.0,12.9,71.0,A
366909530,2024-12-31T00:00:10,43.65764,-70.24792,0.1,237.9,511,RODERICK MCALLISTER,IMO6807216,WDB5428,52.0,15.0,32.0,22.0,0.0,52.0,A
577370000,2024-12-31T03:04:47,17.91768,-65.79032,8.5,78.8,511,MIDNIGHT CHIEF,IMO8115722,YJWE6,70.0,0.0,58.0,12.0,4.0,70.0,A
367474560,2024-12-31T02:30:00,29.93456,-93.14525,5.0,274.2,267,LISA MARIE,,WDF6466,31.0,0.0,22.0,10.0,0.0,31.0,A
367764000,2024-12-31T03:16:29,26.09739,-80.16992,0.0,9.4,356,SHARON LEE,,WDK8468,37.0,5.0,32.0,7.0,1.9,37.0,A
367756120,2024-12-31T01:53:54,26.77934,-80.05286,0.0,360.0,511,ANGARI,,WDJ2196,37.0,0.0,17.0,5.0,1.7,0.0,A
366945650,2024-12-31T02:47:45,38.60299,-90.19258,0.0,104.3,203,SALLY ARCHER,,WDB7650,31.0,12.0,488.0,55.0,3.1,57.0,A
367523620,2024-12-31T02:06:02,29.11519,-90.20931,0.0,360.0,511,BEST WON,IMO8964185,WDG3207,60.0,0.0,32.0,12.0,3.0,6.0,A
368023480,2024-12-31T01:31:24,35.07634,-76.96808,0.0,277.9,98,LONG POINT,,WDJ9179,37.0,5.0,18.0,6.0,1.7,37.0,A
368241540,2024-12-31T01:53:47,25.6705,-80.16412,0.0,360.0,511,TICO TIME,,WDM8243,30.0,,20.0,,,,B
368184230,2024-12-31T00:42:35,26.71058,-80.0489,0.0,360.0,511,SWEET CAROLINE II,IMO0000000,WDN5776,36.0,,14.0,8.0,,,B
369970257,2024-12-31T02:08:17,47.70504,-122.61691,0.0,180.0,295,DECEPTION PASS,,WJ9172,90.0,5.0,30.0,6.0,1.8,90.0,A
367549830,2024-12-31T01:43:15,39.76948,-75.4723,9.7,215.7,216,CURTIS REINAUER,IMO9653240,WDG5745,52.0,0.0,130.0,23.0,5.7,52.0,A
368176180,2024-12-31T03:30:25,27.51057,-82.57692,0.0,70.2,511,DENALI MIST II,IMO0000000,WDL9126,36.0,,16.0,8.0,,,B
367704190,2024-12-31T02:29:23,40.68583,-74.07713,0.0,152.6,245,CMT PIKE,,WDI5005,31.0,0.0,18.0,8.0,3.7,52.0,A
368268210,2024-12-31T01:06:46,29.77211,-95.10191,0.0,154.8,268,WALKER BOONE,,WDN3084,52.0,5.0,22.0,10.0,0.0,52.0,A
577502000,2024-12-31T03:37:26,22.6537,-97.68038,0.0,223.1,307,NFE PIONEER III,IMO8770601,YJXA8,90.0,3.0,75.0,63.0,0.0,90.0,A
368351350,2024-12-31T00:47:36,32.6488,-117.78889,5.0,353.7,347,MARMAC 304,,WDP4105,0.0,15.0,90.0,46.0,0.0,0.0,A
366904890,2024-12-31T02:09:28,44.90685,-83.12277,12.0,5.0,4,HON JAMES L OBERSTAR,IMO5322518,WL3108,70.0,0.0,246.0,24.0,8.0,70.0,A
256572000,2024-12-31T00:08:25,28.4564,-89.76573,14.5,39.0,41,CMA CGM F.SAGAN,IMO9356696,9HA5888,70.0,0.0,304.0,40.0,12.1,71.0,A
368072040,2024-12-31T01:22:03,29.56106,-94.45852,4.9,244.8,237,M/ V COTTLE,,WDK6182,52.0,12.0,119.0,34.0,3.1,57.0,A
367736640,2024-12-31T02:31:28,30.07523,-94.06063,0.0,32.1,123,PORT EADS,,WDI8245,31.0,12.0,113.0,18.0,2.9,57.0,A
367436030,2024-12-31T02:57:00,29.73558,-95.20347,0.0,224.6,124,ELLIS DAVIS,,WDF3114,31.0,12.0,116.0,34.0,3.0,52.0,A
367081260,2024-12-31T01:52:48,47.97931,-122.22162,0.0,360.0,511,ALASKA VENTURE,,WDL5130,33.0,15.0,21.0,14.0,0.0,33.0,A
338320113,2024-12-31T00:03:41,25.32838,-80.26246,0.0,360.0,511,T/T STAMPEDE,,STAMP,37.0,,9.0,4.0,,,B
368319330,2024-12-31T01:07:52,30.39548,-81.56954,12.5,138.5,511,KALEEN MCALLISTER,,WDN8621,52.0,0.0,31.0,,0.0,52.0,A
338456852,2024-12-31T02:47:54,43.84448,-69.62709,0.0,360.0,511,WINDSONG,,,36.0,,16.0,4.0,,,B
219699000,2024-12-31T02:27:29,41.32865,-71.31582,0.2,37.6,186,MAERSK ASSISTER,IMO9193783,OYUJ2,90.0,1.0,90.0,24.0,7.4,79.0,A
366865870,2024-12-31T00:02:39,35.06994,-76.96736,0.0,360.0,511,BEAR FEET,IMO0000000,WDK6366,36.0,,13.0,5.0,,,B
338453318,2024-12-31T02:58:07,47.62886,-122.39062,0.0,360.0,511,NEXT STOP,IMO0000000,,37.0,,14.0,4.0,,,B
338424903,2024-12-31T00:59:32,27.79616,-97.39022,0.0,360.0,511,AQUA THERAPY,IMO0000000,,37.0,,16.0,6.0,,,B
316002280,2024-12-31T00:53:31,41.66385,-83.50841,0.0,346.0,239,ALGOMA CONVEYOR,IMO9619268,XJBT,70.0,0.0,226.0,24.0,7.8,70.0,A
316007656,2024-12-31T01:26:15,49.20589,-123.09001,0.0,0.0,511,ODYSSEUS,IMO0000000,,30.0,,16.0,6.0,,,B
338216593,2024-12-31T01:04:07,32.72612,-117.1928,0.0,131.4,511,SATORI,IMO0000000,,37.0,,16.0,4.0,,,B
338230343,2024-12-31T02:44:58,33.7516,-118.11038,0.0,360.0,511,ONAHI,IMO0000000,,36.0,,12.0,4.0,,,B
367753210,2024-12-31T01:20:57,29.9438,-90.38436,0.0,360.0,298,MR RUBEN,IMO9785251,WDI9894,31.0,0.0,28.0,12.0,4.3,0.0,A
367464840,2024-12-31T03:22:15,29.61813,-89.89323,0.1,266.9,511,MR JOE,,WDF5575,31.0,0.0,9.0,11.0,0.0,57.0,A
367772272,2024-12-31T01:03:25,37.82761,-76.27804,0.0,360.0,511,COCKRELLS CREEK,IMO7807512,WDJ3877,30.0,15.0,54.0,12.0,0.0,30.0,A
368054660,2024-12-31T02:15:03,29.1223,-90.21082,0.0,236.3,238,ML GROVE,IMO9164483,WDK4389,16.0,3.0,60.0,13.0,0.0,20.0,A
338396318,2024-12-31T00:48:38,47.63011,-122.39515,0.0,360.0,511,SUITE B,IMO0000000,,37.0,,14.0,4.0,,,B
316007990,2024-12-31T03:10:55,48.87286,-123.42434,6.5,133.6,131,SEASPAN ROGUE,IMO9412127,CFEW,32.0,0.0,32.0,11.0,4.0,32.0,A
338237375,2024-12-31T03:08:28,37.52498,-76.41694,0.0,360.0,511,MISCHIEF,IMO0000000,,37.0,,11.0,3.0,,,B
367704540,2024-12-31T01:50:07,49.41556,-124.28214,12.9,117.9,116,COASTAL STANDARD,IMO9782493,WDI5038,70.0,0.0,73.0,16.0,4.6,70.0,A
367590340,2024-12-31T02:52:25,17.97305,-67.058,0.1,79.3,511,ESPIRITU LIBRE,IMO0000000,WDG9691,36.0,,10.0,2.0,,,B
367657110,2024-12-31T02:29:00,28.15723,-89.23419,0.3,128.6,133,PECAN ISLAND,IMO9730323,WDH8352,70.0,0.0,95.0,20.0,5.2,70.0,A
338229343,2024-12-31T01:30:23,36.83098,-75.97638,0.0,118.9,511,LURE EM INN,IMO0000000,,37.0,,15.0,6.0,,,B
368323130,2024-12-31T01:38:03,30.74411,-91.58518,5.8,311.1,306,OCIE CLARK,,WDN9024,31.0,12.0,292.0,34.0,3.1,57.0,A
368317840,2024-12-31T01:23:36,32.37167,-80.69241,0.0,353.5,139,AMERICAN EAGLE,,WDN8468,60.0,5.0,68.0,17.0,2.8,60.0,A
367702550,2024-12-31T02:39:06,29.91756,-90.08351,0.0,327.4,247,SAFETY TEAM,,WDI4838,52.0,12.0,21.0,8.0,0.0,52.0,A
316001821,2024-12-31T02:23:06,49.28645,-123.09787,0.0,178.5,355,FROSTI,IMO7628473,CFL3773,30.0,0.0,39.0,8.0,0.0,30.0,A
367080810,2024-12-31T01:21:17,29.59874,-90.67156,0.0,240.7,511,ZOIE,,WDC8046,31.0,0.0,17.0,7.0,9.0,31.0,A
338506356,2024-12-31T02:16:30,24.56267,-81.80229,0.0,360.0,511,MAKING TIME,IMO0000000,,37.0,,20.0,5.0,,,B
367493450,2024-12-31T00:30:35,28.83477,-89.45359,0.1,234.3,331,ODYSSEA VALOR,IMO9555620,WDF8302,78.0,0.0,50.0,10.0,0.0,78.0,A
367310510,2024-12-31T01:21:09,29.99335,-90.44737,2.9,284.3,511,MATAGORDA,IMO7619850,WDD9377,52.0,0.0,23.0,10.0,0.0,52.0,A
316047876,2024-12-31T00:45:38,48.45125,-123.29502,0.1,360.0,511,FOUR CS,IMO0000000,,37.0,,8.0,3.0,,,B
368017840,2024-12-31T02:15:43,26.11003,-80.15471,0.0,360.0,511,TRADE WINDS,IMO0000000,WDJ8580,36.0,,16.0,4.0,,,B
366962410,2024-12-31T03:07:10,35.6955,-75.65188,0.0,128.1,511,LITTLE SAMMIE,IMO8034734,WCJ5425,30.0,,23.0,7.0,,,B
248879000,2024-12-31T02:57:46,26.74934,-80.04876,0.0,274.4,179,AIR,IMO1011472,9HA4843,37.0,5.0,81.0,12.0,3.5,37.0,A
338222414,2024-12-31T03:09:01,48.10612,-122.77744,0.0,162.8,511,SEA DRAGON,IMO0000000,XXXXXX,36.0,,11.0,3.0,,,B
367384710,2024-12-31T00:15:37,27.49996,-82.57303,0.0,268.6,511,DAUNTLESS,,WDE6777,37.0,5.0,24.0,7.0,1.5,37.0,A
367743960,2024-12-31T03:39:26,29.3667,-92.50697,3.0,349.3,511,CAPTAIN LE,IMO8984161,WDI8969,30.0,8.0,45.0,8.0,0.0,30.0,A
367180940,2024-12-31T03:18:42,25.8235,-80.12389,0.0,0.0,195,USHER,IMO8973887,WDG9138,37.0,5.0,47.0,9.0,2.4,37.0,A
368129990,2024-12-31T03:25:11,29.94963,-88.58833,2.9,3.0,511,PRINCESS IVY,IMO0000000,WDL4286,30.0,,28.0,0.0,,,B
368196410,2024-12-31T01:57:02,28.51355,-89.34619,11.1,72.9,76,C-CONSTRUCTOR,IMO9763746,WDM3339,20.0,0.0,97.0,40.0,6.0,90.0,A
367795990,2024-12-31T03:32:28,40.84336,-72.4855,0.0,291.3,511,SEA WOLF,,WDJ6261,52.0,11.0,18.0,7.0,2.6,52.0,A
477030700,2024-12-31T00:13:29,33.74085,-118.19892,0.0,245.6,269,COSCO FRANCE,IMO9516416,VRMC2,71.0,5.0,366.0,52.0,14.2,71.0,A
368030920,2024-12-31T03:42:33,26.89546,-80.07222,0.0,186.5,95,GRATITUDE,,WDJ9942,37.0,5.0,,,2.1,37.0,A
367171930,2024-12-31T01:07:32,29.92808,-93.00371,6.4,276.9,273,JANICE ROBERTS,,WDD6360,31.0,12.0,27.0,10.0,2.9,31.0,A
367170330,2024-12-31T01:26:28,30.44102,-91.19235,0.0,0.0,511,ERVIN S COOPER,,WCZ9222,52.0,0.0,32.0,10.0,4.0,52.0,A
338871000,2024-12-31T01:55:46,29.96817,-93.85931,0.0,315.4,223,STEPHANIE DANN,IMO8968600,WCD9870,52.0,0.0,30.0,10.0,4.5,52.0,A
367486980,2024-12-31T02:47:17,29.72187,-95.23518,0.0,278.9,511,CAPT FRANK GIBSON,,WDF7678,31.0,0.0,96.0,16.0,2.5,99.0,A
378113585,2024-12-31T01:27:34,25.90634,-80.1257,0.0,330.8,511,CAROBELLE,IMO0000000,ZJL256,37.0,,32.0,7.0,,,B
366999931,2024-12-31T00:55:27,43.34475,-124.32263,0.0,320.9,511,CG47242,,,51.0,5.0,29.0,8.0,1.4,51.0,A
338366746,2024-12-31T00:54:02,33.75273,-118.10921,0.0,200.1,511,SYMBIOSIS,IMO0000000,,36.0,,11.0,4.0,,,B
377908000,2024-12-31T02:35:49,26.76791,-80.05199,0.1,187.0,71,TROPIC MIST,IMO8204183,J8NZ,70.0,0.0,90.0,17.0,4.9,70.0,A
367679550,2024-12-31T01:28:10,29.93297,-93.87252,2.6,32.7,511,RANDOLPH C,IMO101261475,WDI2573,52.0,12.0,24.0,10.0,3.1,57.0,A
368054460,2024-12-31T02:09:29,35.38395,-76.77459,0.1,97.3,285,PAMLICO,,WDQ4369,52.0,5.0,30.0,10.0,2.8,52.0,A
366983480,2024-12-31T00:29:42,30.05403,-90.56981,0.1,164.3,511,MARGARET F COOPER,,WDB9825,52.0,0.0,32.0,8.0,3.8,52.0,A
367311490,2024-12-31T01:43:45,28.37635,-96.72355,5.5,150.8,146,LADY OF PROMPT SUCCO,,WDD9441,31.0,12.0,114.0,18.0,3.0,57.0,A
338182085,2024-12-31T01:03:56,37.87197,-122.49684,0.0,218.7,511,TARTINE,IMO0000000,,36.0,,10.0,3.0,,,B
366996040,2024-12-31T02:51:57,39.09271,-84.65824,4.2,120.9,125,CITY OF JOLIET,IMO8408349,WDC2653,52.0,12.0,44.0,15.0,3.1,57.0,A
366989480,2024-12-31T00:27:11,29.99601,-90.41488,0.0,352.8,511,SONNY COOK,,WBD5978,31.0,12.0,70.0,11.0,0.0,57.0,A
368210940,2024-12-31T02:53:05,40.69912,-74.04127,0.0,252.2,511,ANNIE MOORE,,WDM4917,60.0,15.0,23.0,7.0,0.0,60.0,A
338443367,2024-12-31T01:58:00,32.71031,-117.23217,0.0,324.4,511,KALA KAI,IMO0000000,,37.0,,2.0,2.0,,,B
367037240,2024-12-31T00:23:00,46.16812,-123.91426,0.0,191.6,511,IRON LADY,IMO8120258,WTK5059,30.0,3.0,21.0,6.0,0.2,30.0,A
366960460,2024-12-31T00:54:01,30.10946,-93.30026,0.0,244.7,511,F LOGAN,,WDB8561,31.0,0.0,19.0,8.0,0.0,38.0,A
338210327,2024-12-31T01:18:41,18.28832,-65.63519,0.0,249.6,511,POTENCIA,IMO0000000,,37.0,,17.0,6.0,,,B
538010182,2024-12-31T00:54:56,48.84026,-122.72175,0.0,117.3,344,AVANCE RIGEL,IMO9540091,V7A5723,80.0,5.0,229.0,37.0,8.2,80.0,A
367020910,2024-12-31T02:09:16,25.73138,-80.16218,0.0,244.9,248,F G WALTON SMITH,IMO8964510,WDL9255,27.0,5.0,31.0,13.0,2.0,27.0,A
368397550,2024-12-31T03:05:23,30.01608,-94.01316,0.0,360.0,511,MBI 007,IMO0000000,WDP9232,33.0,,55.0,16.0,,,B
367084930,2024-12-31T03:19:59,43.9525,-82.63133,11.2,155.9,156,SAMUEL DE CHAMPLAIN,IMO7433799,WDC8307,52.0,0.0,45.0,22.0,5.5,52.0,A
367105180,2024-12-31T00:25:57,30.3572,-88.50617,0.7,98.5,243,JOHN REID GOLDING,,WDC9663,31.0,12.0,120.0,34.0,2.8,57.0,A
367002270,2024-12-31T01:07:28,29.94319,-90.1709,5.6,234.4,231,CSS PALMETTO STATE,,WDC3073,52.0,5.0,17.0,8.0,0.0,52.0,A
367570920,2024-12-31T01:18:50,29.6116,-89.88017,0.0,160.8,511,UNCLE JOHN,,WDG7795,52.0,12.0,20.0,8.0,2.7,52.0,A
367004850,2024-12-31T03:35:02,30.52141,-88.09077,0.0,144.6,306,ASHLEIGH,,WDC3260,31.0,15.0,30.0,12.0,0.0,90.0,A
367787130,2024-12-31T01:18:33,42.2924,-83.14388,0.0,347.0,511,EDWARD H,IMO8990471,WDJ5384,31.0,0.0,31.0,9.0,4.0,31.0,A
368271580,2024-12-31T01:44:32,47.62863,-122.39099,0.0,21.7,0,TUSK,IMO0000000,WDN3428,37.0,,11.0,3.0,,,B
368019930,2024-12-31T01:50:31,34.14771,-119.20301,0.0,260.3,273,TERESA BRUSCO,,WDJ8801,52.0,0.0,24.0,10.0,3.2,52.0,A
338127959,2024-12-31T02:25:40,27.5247,-82.72474,0.0,46.8,511,LINDA 11,IMO0000000,LINDA,37.0,,13.0,4.0,,,B
338449112,2024-12-31T01:55:33,33.97087,-118.44661,0.0,277.9,511,BAYWATCH 21,,,0.0,15.0,0.0,0.0,0.0,0.0,A
367615130,2024-12-31T03:07:47,27.82408,-97.48938,0.0,241.5,212,JAMES DALE ROBIN,,WDH4192,31.0,12.0,27.0,9.0,3.1,31.0,A
338482433,2024-12-31T02:03:55,47.63904,-122.33954,0.0,360.0,511,PERCHE' NO,IMO0000000,,37.0,,12.0,4.0,,,B
